20241120,石景山,鲁谷,101102307000,紫御国际,245万,,1室1厅 高楼层/共15层 北 暂无数据/简装 59.16平米 2011年建/板塔结合,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_detail.png?_v=202411061539325 
20241120,昌平,北七家,101102471448,名流花园,550万,,3室2厅 底层/共6层 南 北 平层/简装 127.17平米 1996年建/板楼,https://ke-image.ljcdn.com/110000-inspection/bc33d11c-6bac-44a6-80f7-f37531f7620c.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,大兴,旧宫,101102371389,灵秀山庄,485万,,2室2厅 中楼层/共5层 南 北 平层/简装 103.47平米 2002年建/板楼,https://ke-image.ljcdn.com/110000-inspection/b7f06141-5b6b-4813-8802-2f141c84f110.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,昌平,回龙观,101100854482,龙华园,590万,,5室2厅 高楼层/共7层 南 北 跃层/简装 188.19平米 板楼,https://ke-image.ljcdn.com/110000-inspection/0394aca5-0208-4056-99a9-cf82256d2559.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,顺义,后沙峪,101100393212,双裕花园西区,779万,,4室2厅 底层/共3层 南 北 复式/简装 166.13平米 1999年建/板楼,https://ke-image.ljcdn.com/110000-inspection/7dfd696c-0e08-4cfe-be5b-7fc3fee84acb.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,朝阳,国展,101091978877,瑞福楼,1050万,,3室2厅 低楼层/共14层 南 北 平层/精装 163.88平米 板塔结合,https://ke-image.ljcdn.com/110000-inspection/pc1_WslVyFlKK.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,丰台,六里桥,101102422418,莲香园,410万,,1室1厅 底层/共24层 东 平层/精装 63.01平米 2000年建/塔楼,https://ke-image.ljcdn.com/110000-inspection/pc1_XxOjS9d1i_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,昌平,北七家,101100616055,温哥华森林,2250万,,4室2厅 底层/共2层 东 南 西 北 跃层/精装 394.92平米 2006年建/板楼,https://ke-image.ljcdn.com/110000-inspection/pc1_s6LlHH7k2_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,西城,陶然亭,101102426790,虎坊路小区,560万,,2室1厅 顶层/共6层 东 西 平层/简装 57.24平米 板楼,https://ke-image.ljcdn.com/110000-inspection/facaa952-08cc-4717-89b3-7a0eb8cf412e.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,通州,北关,101102132348,富河园,450万,,4室2厅 高楼层/共7层 南 北 暂无数据/简装 184.45平米 1998年建/板楼,https://ke-image.ljcdn.com/110000-inspection/668338a4-a714-4ea6-ad75-05d5c37b7b40.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,朝阳,芍药居,101102272630,世奥国际中心,280万,,1室0厅 中楼层/共25层 南 平层/精装 69.3平米 2009年建/塔楼,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_detail.png?_v=202411061539325 
20241120,顺义,顺义其它,101101611650,MOMA万万树,2200万,,4室3厅 底层/共2层 东 南 西 北 复式/精装 377.4平米 板楼,https://ke-image.ljcdn.com/110000-inspection/pc0_JTXnHMYfx.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,丰台,马家堡,101102539849,西马金润二区,258万,,1室0厅 高楼层/共13层 北 平层/简装 39.93平米 2005年建/板塔结合,https://ke-image.ljcdn.com/110000-inspection/39e05af9-e616-4974-8722-9cce3967c1fd.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,海淀,海淀北部新区,101102561774,保利西山林语,885万,,3室1厅 顶层/共8层 南 北 平层/简装 143.2平米 板楼,https://ke-image.ljcdn.com/110000-inspection/pc1_WrM7J8B7d_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,顺义,天竺,101102454508,万通天竺新新家园,560万,,3室2厅 低楼层/共15层 南 北 平层/精装 112.07平米 2014年建/板楼,https://ke-image.ljcdn.com/110000-inspection/prod-0a832649-a844-4984-80d9-20a02f699596.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,海淀,中关村,101103475621,希格玛公寓,600万,,2室1厅 底层/共20层 北 平层/简装 82.4平米 1997年建/塔楼,https://ke-image.ljcdn.com/110000-inspection/test-d1709404-87d2-4a32-9696-5358cb1694b5.png!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,朝阳,北苑,101103214036,筑华年,32万,,车位 地下室/共28层 南 暂无数据/毛坯 24.13平米 2012年建/板楼,https://ke-image.ljcdn.com/110000-inspection/70f02587-05c8-4c5c-8f10-5141c15c4411.jpeg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,房山,良乡,101103882493,瑞雪春堂,350万,,3室1厅 底层/共15层 南 北 平层/精装 117.79平米 2011年建/板楼,https://ke-image.ljcdn.com/110000-inspection/prod-afabf044-3be0-48cf-97c1-004ce664392e.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,丰台,丰台其它,101103612474,中体奥林匹克花园三期,650万,,4室3厅 中楼层/共6层 南 北 复式/精装 212.23平米 板楼,https://ke-image.ljcdn.com/110000-inspection/prod-f0815c4e-37f9-4b99-a202-2c2673ac513a.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,西城,右安门内,101103829425,白纸坊西街,700万,,2室1厅 中楼层/共18层 东 平层/简装 83.29平米 塔楼,https://ke-image.ljcdn.com/110000-inspection/d6064884-cf3e-4edb-80a9-e1b31b067151.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,丰台,六里桥,101103624447,盛今大厦,540万,,2室1厅 高楼层/共23层 西南 平层/简装 108.28平米 2002年建/塔楼,https://ke-image.ljcdn.com/110000-inspection/test-89d62872-a841-44e2-b697-316951651e33.jpeg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,顺义,中央别墅区,101102817956,莲竹花园,199万,,2室1厅 顶层/共6层 南 北 平层/简装 58.73平米 1995年建/板楼,https://ke-image.ljcdn.com/110000-inspection/pc1_Up5SwONSQ_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
20241120,朝阳,大望路,101103149662,乐成公馆,1980万,,3室2厅 高楼层/共22层 南 北 平层/精装 183.31平米 2007年建/板塔结合,https://ke-image.ljcdn.com/110000-inspection/ed12e787-4e76-49b0-a298-f8545a92c152.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com 
